x,y
605.53857421875,464.104248046875
604.9949340820312,463.67315673828125
609.2471313476562,464.1937255859375
610.2962646484375,463.5969543457031
611.1542358398438,464.25531005859375
610.48779296875,464.7257080078125
610.8753662109375,464.1573486328125
612.3416748046875,464.11920166015625
613.1289672851562,465.7161865234375
613.9825439453125,465.41949462890625
612.8936767578125,464.3426513671875
612.28271484375,463.72760009765625
613.1697387695312,464.116943359375
609.9248046875,463.94781494140625
607.9729614257812,464.2486572265625
605.9583740234375,463.751708984375
605.1304931640625,463.5449523925781
604.360107421875,462.1917724609375
603.0693359375,462.00360107421875
600.417236328125,461.94122314453125
597.1094970703125,461.60797119140625
592.9111328125,461.3516540527344
596.05322265625,460.27032470703125
594.5164184570312,459.2327880859375
595.04296875,458.4234619140625
595.822265625,454.9342041015625
595.0443115234375,453.70196533203125
591.1055297851562,452.9023132324219
590.1903076171875,452.2445068359375
587.4081420898438,451.96734619140625
587.7080078125,451.20574951171875
588.7015380859375,450.58636474609375
591.3065185546875,450.673095703125
593.044677734375,449.26068115234375
594.8455200195312,448.3023376464844
596.2537231445312,447.32470703125
597.962158203125,446.90447998046875
600.5338134765625,447.0352478027344
602.1407470703125,446.64678955078125
604.0296020507812,447.7615051269531
605.9141235351562,449.0267639160156
606.93701171875,449.9000549316406
608.2796020507812,450.5830993652344
611.6758422851562,450.9617919921875
614.0668334960938,450.4786376953125
616.492431640625,451.0404968261719
615.994873046875,450.5880126953125
616.2384643554688,450.6922912597656
620.6229248046875,452.3426818847656
623.0189819335938,450.90960693359375
630.9392700195312,450.8714599609375
636.2581176757812,452.5131530761719
638.1483154296875,451.965087890625
637.8732299804688,451.65228271484375
641.6415405273438,451.63092041015625
644.2045288085938,451.91156005859375
642.681640625,452.5516662597656
645.8922119140625,453.6395263671875
652.463623046875,455.09423828125
653.4845581054688,455.39166259765625
656.9326171875,455.83355712890625
658.9554443359375,455.29852294921875
660.3633422851562,454.130126953125
661.8187866210938,455.086181640625
665.280029296875,456.1153564453125
667.9532470703125,457.14056396484375
673.1887817382812,454.95843505859375
672.80224609375,458.461669921875
672.49853515625,458.5611572265625
672.5604248046875,459.4486389160156
671.8321533203125,461.7955322265625
668.5365600585938,462.2387390136719
669.8641967773438,464.41796875
673.7742919921875,465.474365234375
674.279541015625,466.6116638183594
674.0421752929688,468.1610107421875
677.4683227539062,468.6354675292969
683.6321411132812,469.06634521484375
695.2147216796875,468.620849609375
699.706298828125,470.884765625
703.3983154296875,471.1575622558594
709.0923461914062,470.8447570800781
716.2227172851562,473.37579345703125
720.5144653320312,473.4080810546875
723.378662109375,475.20233154296875
728.6068725585938,477.884033203125
734.2010498046875,479.8735046386719
740.9210815429688,479.5506591796875
747.3272705078125,480.33258056640625
756.9411010742188,479.501708984375
765.2901611328125,480.74365234375
772.8250122070312,481.590087890625
781.8374633789062,481.9371337890625
789.6829833984375,482.98175048828125
798.8037719726562,483.4371643066406
808.8603515625,483.8102722167969
820.6927490234375,483.7728271484375
833.2838745117188,484.69683837890625
843.5280151367188,484.9853820800781
856.9271240234375,485.5611267089844
865.6611328125,486.1700439453125
877.2491455078125,486.3084716796875
880.6822509765625,487.4957275390625
889.0358276367188,487.11981201171875
893.931640625,486.5025329589844
894.1248779296875,491.63104248046875
897.5567626953125,488.61328125
902.1018676757812,485.5338134765625
897.0437622070312,480.73681640625
899.9401245117188,479.17987060546875
895.475830078125,478.635986328125
891.8004760742188,477.6837158203125
886.4635009765625,476.1392822265625
886.3612670898438,475.5921325683594
892.3612670898438,474.3492431640625
901.4913940429688,475.95416259765625
911.3478393554688,476.18902587890625
919.5888061523438,478.20263671875
926.9542846679688,478.4122314453125
936.04541015625,477.5258483886719
938.6502685546875,477.60699462890625
942.611328125,478.0237121582031
945.1596069335938,480.61492919921875
949.5372314453125,479.5393371582031
953.9854125976562,480.455810546875
957.422119140625,481.5204772949219
960.9557495117188,483.9257507324219
966.3929443359375,483.63037109375
974.2949829101562,482.387451171875
980.0883178710938,483.58843994140625
988.0220336914062,483.92474365234375
993.1019287109375,484.03607177734375
1000.2880859375,487.871337890625
1006.435302734375,493.4161376953125
1011.1441650390625,497.94061279296875
1017.3037109375,500.0633544921875
1019.2847900390625,499.39593505859375
1020.4267578125,498.81939697265625
1023.674560546875,500.155029296875
1024.934814453125,501.98651123046875
1025.365966796875,502.4798583984375
1027.0703125,503.11187744140625
1026.4180908203125,502.11932373046875
1026.9368896484375,501.492919921875
1027.83447265625,500.45721435546875
1029.983154296875,501.29046630859375
1033.3355712890625,501.364013671875
1034.685791015625,501.4501953125
1032.2327880859375,501.005126953125
1032.214599609375,501.62225341796875
1029.189453125,501.428466796875
1029.8917236328125,501.654541015625
1030.104248046875,501.87042236328125
1029.62939453125,501.88922119140625
1029.209716796875,502.7734375
1028.61572265625,502.44146728515625
1028.4716796875,502.8818359375
1026.979736328125,502.96044921875
1026.1783447265625,503.21673583984375
1025.9993896484375,503.1221923828125
1024.391845703125,503.0625
1023.6575317382812,502.74395751953125
1022.5604248046875,502.1280517578125
1021.267578125,501.60235595703125
1018.4356689453125,500.844482421875
1017.3330078125,500.1566162109375
1015.368408203125,499.78076171875
1012.9222412109375,498.7276611328125
1009.505126953125,498.65582275390625
1006.9656982421875,495.75701904296875
1002.1981811523438,493.9227294921875
1000.0316772460938,492.833984375
997.4378051757812,492.14068603515625
994.2742309570312,490.26678466796875
991.4859619140625,489.7579345703125
987.4732055664062,487.63739013671875
985.210693359375,486.93212890625
981.1546630859375,485.10601806640625
976.0731201171875,483.99310302734375
968.9256591796875,481.62872314453125
966.9246826171875,478.52764892578125
960.7633056640625,476.33087158203125
956.3494873046875,475.2066955566406
952.9305419921875,474.7237548828125
949.380615234375,472.8779296875
948.0367431640625,469.8638000488281
947.9229125976562,469.10870361328125
947.7761840820312,467.5649108886719
947.2018432617188,467.7408447265625
946.16796875,463.4208679199219
944.497314453125,463.19036865234375
944.0957641601562,462.9440002441406
943.7083740234375,464.3462829589844
943.955810546875,464.525634765625
944.0946044921875,464.6695861816406
944.4640502929688,464.67291259765625
944.1051635742188,464.88519287109375
944.1182250976562,465.71258544921875
943.8264770507812,465.926025390625
944.0656127929688,465.29010009765625
943.9007568359375,465.29083251953125
943.8673706054688,465.54986572265625
943.5267944335938,464.70556640625
942.6914672851562,465.3731689453125
941.6415405273438,466.5456848144531
940.49560546875,467.27850341796875
939.7462158203125,465.9436340332031
938.8614501953125,464.97113037109375
937.7210083007812,466.33209228515625
936.1032104492188,466.6226806640625
933.1358032226562,465.7492980957031
931.88427734375,464.70849609375
931.0833129882812,466.14605712890625
930.5448608398438,465.580078125
929.7213745117188,466.5936584472656
927.2562866210938,467.4476318359375
928.7426147460938,467.9396667480469
930.4052124023438,471.0864562988281
929.8487548828125,470.7637939453125
933.8164672851562,468.31475830078125
934.281982421875,469.5983581542969
933.6314697265625,470.17889404296875
934.6448364257812,469.91943359375
931.35009765625,469.99755859375
928.5939331054688,470.43011474609375
931.6409912109375,468.8027648925781
937.5755615234375,467.279052734375
929.965576171875,468.2007141113281
934.7796630859375,468.9656982421875
925.888916015625,468.0335693359375
922.2811279296875,467.4499816894531
922.0823974609375,465.48492431640625
921.273193359375,466.5982360839844
920.7423095703125,466.51226806640625
913.558837890625,470.55224609375
913.4517822265625,468.84661865234375
914.411376953125,470.40008544921875
916.1936645507812,473.1910095214844
915.7042236328125,473.84912109375
920.1889038085938,475.286865234375
919.2721557617188,476.2617492675781
920.8707275390625,476.88519287109375
922.1287841796875,476.94268798828125
928.9528198242188,479.1517028808594
943.9937744140625,480.9637451171875
947.0447387695312,481.26800537109375
952.2431640625,481.2720031738281
951.5761108398438,482.0023193359375
953.20849609375,482.8531799316406
951.5643920898438,481.0963134765625
950.8380126953125,480.01806640625
957.1893310546875,479.17626953125
958.95556640625,479.36309814453125
961.5316162109375,478.13446044921875
962.634765625,478.56182861328125
960.667724609375,476.7767333984375
960.294677734375,477.1981201171875
957.9049072265625,476.4052734375
955.1153564453125,477.8518371582031
951.547607421875,476.5173034667969
949.7132568359375,476.8469543457031
946.3529052734375,476.0914611816406
954.6289672851562,475.11834716796875
953.7115478515625,474.3187255859375
928.2943115234375,473.63226318359375
928.4852905273438,472.82257080078125
928.3096923828125,471.9163818359375
928.4811401367188,471.4241943359375
928.080078125,471.3593444824219
928.2722778320312,471.0474853515625
927.878173828125,470.7118835449219
928.1063232421875,470.69427490234375
928.0037841796875,469.8519592285156
927.4183959960938,469.21905517578125
926.6943359375,469.00439453125
926.1610107421875,468.21063232421875
926.47119140625,467.2463684082031
925.1673583984375,467.7714538574219
924.6271362304688,467.4812316894531
923.4456787109375,466.8582763671875
921.713134765625,466.17352294921875
920.3491821289062,466.24456787109375
919.5858154296875,466.1385498046875
918.9789428710938,466.6207580566406
917.8741455078125,466.832763671875
917.578857421875,466.8521423339844
918.02880859375,466.5689697265625
916.0437622070312,468.20391845703125
915.4820556640625,468.3785705566406
915.4348754882812,468.7534484863281
914.703857421875,469.22344970703125
913.94287109375,468.9586486816406
913.8607177734375,467.5023498535156
914.8756713867188,467.2023010253906
915.2857055664062,467.55645751953125
915.9934692382812,467.237060546875
916.2571411132812,467.415771484375
916.0817260742188,468.1686706542969
915.8795166015625,467.892333984375
913.9862060546875,467.85821533203125
912.226806640625,466.80908203125
910.0245361328125,467.7532043457031
907.1287231445312,466.71258544921875
905.4945678710938,469.3524169921875
902.7269897460938,470.01641845703125
900.8793334960938,469.041015625
899.0155639648438,468.8240051269531
896.9052734375,467.69915771484375
895.5308227539062,466.42388916015625
894.4368286132812,467.5433654785156
894.2914428710938,466.46673583984375
893.1879272460938,467.40869140625
892.4822387695312,464.8594055175781
891.7650146484375,468.0733642578125
891.1519775390625,468.0472106933594
891.8395385742188,465.7357177734375
891.67578125,465.79888916015625
891.3323974609375,466.85308837890625
